competition_id,mean,round_type_id,group_id,scramble_num,scramble,optimal_movecount,movecount_solution
LynnwoodWinter2023,8.6,f,A,3,UR1- DR4+ DL6+ UL5- U4- R5- D4+ L3+ ALL3+ y2 U6+ R2- D4- L4+ ALL4- UR DR DL,9,DL2- UL2- R2+ ur3- y2 dl3- UL4+ DL4+ UR2+ /5+
LynnwoodWinter2023,8.6,f,A,4,UR2- DR0+ DL1- UL1+ U3+ R1- D3- L5+ ALL3- y2 U2- R5- D0+ L4- ALL6+ UR DR,9,UR3+ UL5- D4+ \1- y2 dl4+ R5+ L2+ UL2+ ALL4+
LynnwoodWinter2023,8.6,f,A,5,UR3- DR4- DL6+ UL4+ U6+ R6+ D5+ L4- ALL5- y2 U2+ R1- D6+ L0+ ALL6+ DR DL,9,UR4- DR5+ UL3- L3- dl5+ /1+ y2 R5- U2- DR6+
MRUlaanbaatar2024,8.6,f,B,1,UR2+ DR2- DL1+ UL4+ U1- R0+ D2- L5- ALL3+ y2 U3- R3- D2+ L5+ ALL3+,8,U5- D3+ dl2+ y2 ul1- dl1- L3- DL2- UR3+
MRUlaanbaatar2024,8.6,f,B,2,UR5- DR3+ DL0+ UL2- U3- R4+ D6+ L2- ALL1- y2 U2- R3+ D5+ L2- ALL5+,9,UR2- DL3+ L1+ dr5- /3+ y2 D5- R3- UL2+ /3-
MRUlaanbaatar2024,8.6,f,B,3,UR3- DR3+ DL1+ UL4- U1+ R3- D4- L0+ ALL4- y2 U1+ R5+ D4+ L3- ALL3+,8,UR3+ UL3+ ALL5- y2 ul1- D5+ R4- DL3+ UR1-
MRUlaanbaatar2024,8.6,f,B,4,UR3- DR1- DL2- UL4- U3+ R0+ D3+ L0+ ALL3- y2 U5+ R2- D1- L2- ALL4+,10,UL4+ R4+ L2+ \3- y2 ur1+ R1+ U5- L2+ DR1+ ALL4-
MRUlaanbaatar2024,8.6,f,B,5,UR0+ DR1- DL4+ UL4- U4+ R6+ D0+ L2+ ALL1+ y2 U4+ R5- D2- L5- ALL1+,8,DR3- R2- L2- ur5- y2 ur3- DL5+ DR3- UR4-
MalaysiaCubeChampionship2024,8.6,d,C,1,UR6+ DR2+ DL3- UL1- U1+ R3- D1+ L5+ ALL2- y2 U4- R4+ D2+ L3- ALL2-,8,UR5- UL1- y2 ul1- dl2+ U3+ UL1+ DL2+ DR4-
MalaysiaCubeChampionship2024,8.6,d,C,2,UR0+ DR2+ DL5+ UL2- U4- R5- D3+ L4+ ALL0+ y2 U3- R5- D0+ L4+ ALL1-,9,UR1+ DR2+ UL5+ \1+ y2 ul4- ur4- R2+ L4- UR3+
MalaysiaCubeChampionship2024,8.6,d,C,3,UR3+ DR5- DL4- UL2- U1- R4+ D1- L5+ ALL6+ y2 U5+ R2- D3+ L1- ALL5+,9,DR2- L1+ \4- y2 dl5- D3- R2+ L6+ UL5- \5-
MalaysiaCubeChampionship2024,8.6,d,C,4,UR3- DR2+ DL0+ UL3- U6+ R5+ D4- L1- ALL6+ y2 U6+ R5+ D4+ L1- ALL4+,9,R4- D2+ L4+ /2+ y2 dr3+ D4- U1- L1+ UR5-
MalaysiaCubeChampionship2024,8.6,d,C,5,UR4- DR1+ DL4+ UL5+ U1- R3+ D5- L3- ALL2- y2 U0+ R4+ D2+ L6+ ALL1-,8,L6- \4- y2 ul4+ dl2- R4- L4- DL2- \3-
ManchesterOpen2017,8.6,d,B,1,UR4+ DR2- DL5+ UL0+ U4+ R2+ D5+ L5- ALL3- y2 U2- R0+ D4- L4- ALL1+ DR UL,7,UR4+ DR4+ ul2- \4- y2 ul3+ U2+ DL4+
ManchesterOpen2017,8.6,d,B,2,UR6+ DR4+ DL3- UL1+ U5+ R1- D2+ L1+ ALL6+ y2 U5+ R6+ D6+ L5- ALL3- UR DR UL,10,DR4- DL1+ R5- dl1- y2 ul4- dl1- L2- UL5- DR6+ ALL3-
ManchesterOpen2017,8.6,d,B,3,UR0+ DR4- DL4+ UL1- U5+ R2- D5+ L5+ ALL0+ y2 U5+ R2- D2- L4- ALL5- DL,9,DR3- DL2- UL6- U2+ R3- y2 U5- L4+ DR2+ \5-
ManchesterOpen2017,8.6,d,B,4,UR3- DR5- DL2+ UL5- U2+ R1+ D3+ L6+ ALL1+ y2 U0+ R6+ D2+ L4- ALL2+ UR DR UL,8,UR5- U1- L3- /5- y2 R4- L4+ DR2- /4-
ManchesterOpen2017,8.6,d,B,5,UR0+ DR5+ DL6+ UL1+ U3- R5- D6+ L1+ ALL5+ y2 U4- R6+ D0+ L2- ALL1+ UR UL,9,UL4+ U2- D5- ur6- /5+ y2 R6+ U4+ L2+ ALL1-
ManhattanMiniAM2024,8.6,2,B,1,UR3- DR3- DL5- UL1- U4+ R4+ D3- L5- ALL5+ y2 U5+ R2+ D4+ L3+ ALL5+,8,DL1- R2+ ur6- y2 dl1- ur3+ D4- UL3- UR2-
ManhattanMiniAM2024,8.6,2,B,2,UR5+ DR5+ DL3+ UL4+ U5+ R2- D3- L1+ ALL5- y2 U4- R5+ D1- L5- ALL4+,9,UR2- DR5- R1- L4+ \3+ y2 D1+ R3+ L5+ UR4+
ManhattanMiniAM2024,8.6,2,B,3,UR3- DR5+ DL2+ UL1+ U5+ R3+ D2- L0+ ALL1- y2 U5- R1+ D6+ L1- ALL1-,8,DR5- UL3- ur4- dr5+ dl3- y2 L1+ DR6+ UR5+
ManhattanMiniAM2024,8.6,2,B,4,UR0+ DR4- DL5- UL1+ U3- R5- D4- L4+ ALL5- y2 U0+ R0+ D3+ L6+ ALL4-,8,U2+ R3- D1+ ur5- dr2+ y2 L3- DL3- \1+
ManhattanMiniAM2024,8.6,2,B,5,UR5- DR6+ DL2- UL0+ U6+ R3+ D2- L4+ ALL1- y2 U1- R1+ D2+ L4- ALL2-,10,UR2- DR2- UL1+ L3- dl5+ ul4+ y2 L4+ DR2- UR1+ ALL1+
MaruCubeDay2016,8.6,f,A,1,UR6+ DR2- DL2+ UL4- U2- R6+ D5+ L2+ ALL4+ y2 U4+ R1- D3- L6+ ALL6+ UR DR DL,8,R2+ D5- /2- y2 ul1+ U4+ UL6+ DR3+ UR2-
MaruCubeDay2016,8.6,f,A,2,UR5- DR5- DL1- UL2- U1+ R2+ D3+ L1+ ALL6+ y2 U2- R6+ D4+ L2- ALL1+ DR DL UL,9,DR5+ UL2+ U4+ R3+ D2- y2 D2+ UL2+ DR6+ /5-
MaruCubeDay2016,8.6,f,A,3,UR3+ DR3+ DL0+ UL2+ U2- R3+ D3- L5- ALL4+ y2 U4+ R5+ D1- L5+ ALL3+ UR,9,UR3+ UL6- L3- ul1+ y2 U5- UL6+ DL1+ UR5- \1-
MaruCubeDay2016,8.6,f,A,4,UR1+ DR2- DL2- UL4+ U1- R6+ D0+ L4- ALL2- y2 U2- R5- D3+ L6+ ALL1+ UR DL UL,9,UR4- DR1- DL2+ D3+ y2 dl1+ UL3- DL3- UR5+ ALL3-
MaruCubeDay2016,8.6,f,A,5,UR0+ DR0+ DL0+ UL5+ U5- R2- D5+ L2+ ALL3+ y2 U3- R4- D2- L5- ALL6+ DR DL,8,DR2+ DL5+ \3- y2 ul4+ dl5- R4+ UL3+ DL2+
Meadowlands2019,8.6,c,B,1,UR3+ DR3+ DL2- UL2+ U1- R1- D0+ L6+ ALL1- y2 U4+ R1+ D0+ L1+ ALL3- UR DR DL UL,8,UR4- DR1- L6- /2+ y2 ul2+ R1- U3- UL1-
Meadowlands2019,8.6,c,B,2,UR5- DR4- DL2- UL2+ U5- R5- D2- L4+ ALL1+ y2 U0+ R3- D3- L0+ ALL1- UR UL,7,DR2+ UL4- D6- y2 DR3+ /5+ \2+ ALL3-
Meadowlands2019,8.6,c,B,3,UR2- DR5- DL1+ UL4- U5- R3- D3- L4- ALL1+ y2 U4- R4- D6+ L0+ ALL5+ DR DL UL,9,UR1- DL5- R1- ul5- y2 dl4- dr1- D6+ UR4+ /4+
Meadowlands2019,8.6,c,B,4,UR5+ DR5- DL0+ UL2- U3- R1+ D2- L4+ ALL0+ y2 U4+ R4- D5- L4- ALL5- DL,10,DR1- DL2- D2- /6- ALL1+ y2 ul2+ dr1- D5+ UL4+ UR4+
Meadowlands2019,8.6,c,B,5,UR6+ DR5- DL5+ UL4- U6+ R6+ D0+ L4+ ALL0+ y2 U1- R2- D0+ L1- ALL1- UR DR DL,9,DR5+ DL5- U4+ dl3+ ALL1- y2 dl4+ dr2- R2+ UL1+
Medan10thAnniversary2019,8.6,c,A,1,UR0+ DR2+ DL5+ UL1+ U0+ R6+ D1- L4+ ALL1- y2 U6+ R5- D6+ L6+ ALL4- UR UL,9,DR4+ DL2+ U1- ur5- dr4- y2 U1+ DL6+ UR5+ ALL3+
Medan10thAnniversary2019,8.6,c,A,2,UR0+ DR4- DL5- UL1+ U1+ R1- D3- L5- ALL6+ y2 U5- R4- D1- L1- ALL1- UR UL,9,UL2- R5+ L1- ur4- y2 ul1+ U1+ DL1+ UR4+ \5+
Medan10thAnniversary2019,8.6,c,A,3,UR1+ DR6+ DL1+ UL2- U4+ R3- D5+ L6+ ALL1- y2 U0+ R3+ D4+ L4+ ALL5- DL UL,8,U3- R4- L5- ALL5- y2 R3- DL4- /1- \2+
Medan10thAnniversary2019,8.6,c,A,4,UR6+ DR4- DL3+ UL4+ U3- R3- D5+ L6+ ALL2- y2 U6+ R3- D3- L1- ALL2+ DR UL,9,UR5+ DR4- L1- y2 dr1+ U6+ L1+ DR3+ \4- ALL4+
Medan10thAnniversary2019,8.6,c,A,5,UR5+ DR1+ DL3+ UL3+ U0+ R3- D6+ L5+ ALL6+ y2 U5- R0+ D2+ L3- ALL2-,8,DR5+ DL3- UL4+ R4+ y2 dl1+ UL5+ DL2- \4+
MedanRevival2022,8.6,c,B,1,UR4+ DR0+ DL4+ UL4+ U2+ R4- D6+ L0+ ALL4+ y2 U3- R1+ D0+ L0+ ALL2+ DR DL,8,DL2+ UL2+ y2 ul4- dl6+ dr2- R1- U3+ /2-
MedanRevival2022,8.6,c,B,2,UR5+ DR1+ DL1+ UL2+ U5+ R1- D2- L2- ALL5- y2 U1+ R2+ D1+ L5- ALL3+ DR DL UL,9,DR1+ DL1- R6- /2+ y2 D1- R2- U6+ UL5+ ALL2+
MedanRevival2022,8.6,c,B,3,UR2- DR1- DL3- UL1- U4- R4- D1- L1+ ALL4+ y2 U4+ R5+ D4+ L4- ALL1- UL,10,UR5- DL3+ D2+ ul1- y2 ul1+ U3- L4+ DR4- UR1- /5-
MedanRevival2022,8.6,c,B,4,UR2+ DR5+ DL3+ UL5+ U6+ R5+ D1- L1- ALL4+ y2 U2- R5+ D5+ L1- ALL1- DL,8,DL5+ U1- /4+ y2 ul1- L1- UL2+ DR5- \1-
MedanRevival2022,8.6,c,B,5,UR6+ DR4- DL3- UL5- U4- R2- D5- L5+ ALL0+ y2 U1- R5+ D6+ L1- ALL0+,8,UL3+ /3- y2 dr3- ur1+ L1+ DR6+ UR1+ /3-
MelbourneSummer2019,8.6,c,B,1,UR5+ DR2+ DL0+ UL4- U2- R4- D5+ L1- ALL1- y2 U2+ R1+ D3+ L5+ ALL2+ UR DR DL UL,10,DR4+ UL1+ R5+ D1+ L4+ /3- y2 dr5+ R1- UL2- DL3-
MelbourneSummer2019,8.6,c,B,2,UR3+ DR3+ DL5+ UL4- U6+ R6+ D5- L2+ ALL6+ y2 U2- R0+ D1- L5+ ALL2- UR UL,8,DL3- U5- ur2+ /4- y2 dr3- D6+ U2+ DL5-
MelbourneSummer2019,8.6,c,B,3,UR5+ DR1- DL5- UL0+ U4+ R4- D6+ L4+ ALL1- y2 U0+ R5+ D3- L1+ ALL5+ DR DL,7,U3+ L1+ y2 dr5- D3- DL1- DR5- ALL6+
MelbourneSummer2019,8.6,c,B,4,UR6+ DR4- DL0+ UL0+ U5- R0+ D3+ L4- ALL0+ y2 U0+ R5- D5- L2+ ALL3+ DR DL,9,UR6- DR4+ U5+ D3- L4+ y2 D5+ R5+ L2- ALL3-
MelbourneSummer2019,8.6,c,B,5,UR5+ DR0+ DL3+ UL3- U5+ R6+ D6+ L4- ALL1- y2 U5- R5- D3- L2+ ALL5+ UL,9,UR1+ DL3+ UL1+ U3+ dr5+ \6- y2 D3+ L2- UR5+
MerryTwistmasLynnwood2025,8.6,f,A,1,UR3+ DR5+ DL2- UL4+ U3+ R2+ D5- L3+ ALL6+ y2 U3+ R5+ D0+ L0+ ALL5-,9,DR2+ UL2+ L5+ ul4- y2 ul2+ dr3- U2+ UR5- \1+
MerryTwistmasLynnwood2025,8.6,f,A,2,UR6+ DR2- DL4+ UL6+ U3+ R0+ D3- L5- ALL2+ y2 U3- R6+ D3+ L5- ALL1-,10,UR3- DR1- DL5- D5- \3+ y2 ul4+ U3- L4- DL3- UR6+
MerryTwistmasLynnwood2025,8.6,f,A,3,UR6+ DR3- DL0+ UL0+ U6+ R2+ D2- L2- ALL1- y2 U1- R0+ D0+ L1+ ALL6+,7,DR3+ DL2+ R4+ ur3- y2 L2- UL1+ /5-
MerryTwistmasLynnwood2025,8.6,f,A,4,UR3- DR6+ DL2+ UL5+ U1- R4+ D4+ L3+ ALL1- y2 U2- R2+ D0+ L1- ALL3-,9,UR5+ UL2+ U4+ ul6- y2 dl5+ R2- U2+ L1+ /2-
MerryTwistmasLynnwood2025,8.6,f,A,5,UR5- DR4- DL0+ UL0+ U2+ R6+ D4+ L5+ ALL3+ y2 U6+ R0+ D4- L1+ ALL6+,8,UR3+ L5- ALL3+ y2 dr1+ ur4+ D4+ U5- UL1-
MinervaOpen2022,8.6,d,B,1,UR4- DR0+ DL3+ UL2+ U0+ R1- D4- L0+ ALL2- y2 U6+ R2+ D2+ L3+ ALL2- UR DL,9,UR2+ DL5- R3+ D6- y2 dl2- dr1- U3- UL3- DR2-
MinervaOpen2022,8.6,d,B,2,UR5- DR3- DL5- UL6+ U5- R5+ D6+ L4- ALL1+ y2 U2- R5+ D4- L0+ ALL1+ UR DR UL,9,DR3+ DL1- UL4+ dr2- y2 ul1+ dr5+ D3- U2+ DR5-
MinervaOpen2022,8.6,d,B,3,UR3- DR0+ DL1+ UL3- U1+ R2- D1- L0+ ALL1- y2 U1- R6+ D2- L6+ ALL2- DL,8,UR5+ L2+ \1+ y2 dl3+ D2+ R6+ L5+ UL1+
MinervaOpen2022,8.6,d,B,4,UR2- DR0+ DL5- UL4+ U4- R6+ D4+ L4+ ALL2- y2 U1+ R0+ D0+ L1+ ALL1- UR DR DL,7,DL1+ UL4- U6- R4- ur3- \1- y2 UL1-
MinervaOpen2022,8.6,d,B,5,UR4- DR4+ DL4+ UL3- U6+ R1- D4- L1+ ALL2+ y2 U3- R2+ D2- L2- ALL1+ UR DR,10,UR1+ DL4- L2+ dr4- y2 dr3+ ur1- R2- U3+ DL2+ \1-
MiniMinnesotaFall2018,8.6,1,C,1,UR1- DR3+ DL0+ UL1- U2- R3- D4+ L4- ALL3- y2 U0+ R4- D5- L0+ ALL4+ UR DL UL,8,UR1+ DL5+ U3+ ul3+ ALL5- y2 dl1+ R1- DR5+
MiniMinnesotaFall2018,8.6,1,C,2,UR0+ DR4- DL5- UL6+ U3- R4- D0+ L1- ALL6+ y2 U3+ R6+ D3- L4- ALL3- DR DL UL,9,DR3- U3- R1- y2 R2+ L4- DL4- DR5- UR3- \3+
MiniMinnesotaFall2018,8.6,1,C,3,UR3+ DR4- DL1+ UL5- U4+ R1- D1- L6+ ALL0+ y2 U1- R4+ D0+ L0+ ALL5+ DR DL,9,UR2- DR4+ L2- dr3- y2 dl2+ R4- U1+ /1- ALL6+
MiniMinnesotaFall2018,8.6,1,C,4,UR1+ DR5- DL5- UL2+ U0+ R1+ D5- L5- ALL6+ y2 U0+ R6+ D6+ L6+ ALL2- UR DL UL,8,DR3+ UL4- U1+ /2- y2 L6+ DR6+ /1- ALL3-
MiniMinnesotaFall2018,8.6,1,C,5,UR3+ DR4+ DL5- UL1- U1+ R6+ D0+ L3- ALL1- y2 U2- R3+ D6+ L6+ ALL5+ UR,9,DR1+ UL3- R2- y2 dr3- L5- DL1- DR5- UR2+ \6+
MinxinginMemphis2025,8.6,1,A,1,UR3+ DR5+ DL2+ UL3- U2- R6+ D5+ L1+ ALL4- y2 U3+ R4- D0+ L5- ALL3-,7,UR2+ R4- ur2+ /5+ ALL6- y2 UL5+ UR4+
MinxinginMemphis2025,8.6,1,A,2,UR1- DR3+ DL0+ UL6+ U5- R0+ D1+ L2- ALL5- y2 U4- R5+ D4- L1- ALL6+,8,DL4- R2- ur6- /3+ y2 UL1+ DR4+ UR3+ /2+
MinxinginMemphis2025,8.6,1,A,3,UR0+ DR3- DL4+ UL5- U3- R5- D0+ L2- ALL3- y2 U2- R3+ D1- L0+ ALL3-,8,DR4- DL3+ U4- /5+ ALL5+ y2 D6+ DR5- UR2+
MinxinginMemphis2025,8.6,1,A,4,UR4+ DR5+ DL0+ UL1- U3+ R4+ D4+ L4+ ALL3+ y2 U3- R3+ D2+ L3+ ALL3+,10,UR4- DR3+ UL2- L1- ul2+ y2 ur3+ D1+ U6+ DL3- UR3-
MinxinginMemphis2025,8.6,1,A,5,UR5+ DR5+ DL6+ UL3- U1- R3- D3+ L2- ALL3- y2 U2- R5- D4- L5+ ALL4-,10,DR2- UL1- R5- \1+ y2 dl4+ D4- U2- UL4+ DL3+ DR5+
NZCubingDecathlon2025,8.6,2,A,1,UR4+ DR5- DL4+ UL4- U5- R4- D2- L5+ ALL3- y2 U0+ R0+ D2- L1+ ALL1+,9,DR5+ UL5+ D2- L2+ y2 dl1- D2+ L1- /4- ALL4+
NZCubingDecathlon2025,8.6,2,A,2,UR5+ DR3- DL1+ UL0+ U0+ R1- D1- L0+ ALL1- y2 U2+ R4+ D0+ L3+ ALL2-,8,UR4- DR3+ UL1- dr1+ \1+ y2 R2- L3- UR2-
NZCubingDecathlon2025,8.6,2,A,3,UR0+ DR1- DL5- UL5+ U3- R1+ D5- L5- ALL6+ y2 U4- R4- D2- L0+ ALL2-,8,DL1- UL2- L4- /1- ALL3+ y2 ul6+ D2+ UR4+
NZCubingDecathlon2025,8.6,2,A,4,UR1+ DR3- DL6+ UL5+ U1+ R3- D3+ L3+ ALL4- y2 U3- R6+ D5+ L2+ ALL4-,9,UR5+ DL6- L4+ y2 dr4+ ur3+ D5- R1+ UL2- UR5+
NZCubingDecathlon2025,8.6,2,A,5,UR2+ DR5- DL4- UL0+ U5- R4+ D4- L2- ALL2- y2 U2+ R0+ D4- L5+ ALL4-,9,DR1- DL6- U3+ D4- y2 ur1+ D3- U2- DL5- /2-
NepaliNationals2025,8.6,c,B,1,UR5+ DR4- DL5+ UL1- U5+ R1- D4+ L0+ ALL1- y2 U3- R3- D1+ L4- ALL5-,9,DL5- UL1+ U2+ /3- ALL5+ y2 U5- UL5+ DL1- UR3+
NepaliNationals2025,8.6,c,B,2,UR4- DR5- DL6+ UL3+ U5- R2+ D5+ L3+ ALL4- y2 U6+ R3+ D3- L3+ ALL1+,9,DL6- UL6- R5- dl1- ALL5+ y2 ur5+ D3+ UL3- UR3-
NepaliNationals2025,8.6,c,B,3,UR3+ DR1- DL6+ UL4+ U3- R2+ D5- L0+ ALL4- y2 U1- R6+ D1- L4- ALL6+,9,UR4- L2+ y2 ul2- L4- UL3- DL1- DR2+ UR4+ /2-
NepaliNationals2025,8.6,c,B,4,UR3+ DR0+ DL4- UL2+ U2+ R4+ D3- L0+ ALL3+ y2 U6+ R2- D1+ L6+ ALL6+,9,UL2+ U3+ R5+ D5- y2 dl4- R3+ UL6+ DR1- /3+
NepaliNationals2025,8.6,c,B,5,UR5- DR0+ DL2- UL3+ U2+ R2+ D2- L5- ALL4+ y2 U0+ R2+ D5+ L0+ ALL5-,7,DL4+ R3+ dr3+ \5- ALL2- y2 R3+ DR5-
NiskayunaNimbleFingers2023,8.6,d,B,1,UR0+ DR4+ DL5- UL4+ U5- R6+ D3+ L3+ ALL0+ y2 U4- R0+ D0+ L4- ALL4- DL UL,7,UR2+ DL2- U1- ur5+ dl2- y2 UL4+ \4-
NiskayunaNimbleFingers2023,8.6,d,B,2,UR1- DR1+ DL4- UL1- U2- R6+ D3+ L1- ALL6+ y2 U1- R4- D0+ L2+ ALL1+ UR,9,UR2- UL6- R4- ur4- /1+ ALL4- y2 L1+ UL3- UR4+
NiskayunaNimbleFingers2023,8.6,d,B,3,UR2- DR1+ DL4+ UL5- U1+ R3+ D1- L5+ ALL6+ y2 U2+ R1- D0+ L3+ ALL4- DR UL,9,DL4- U6- R2- y2 dl3+ ur3- R1+ L1- UL2- \2+
NiskayunaNimbleFingers2023,8.6,d,B,4,UR5- DR5- DL1+ UL1+ U3- R0+ D5- L1- ALL1- y2 U6+ R4+ D5+ L2+ ALL2- UL,9,DR3- UL1- U4- R1+ \1+ y2 D3+ R4- UL6+ DL4+
NiskayunaNimbleFingers2023,8.6,d,B,5,UR1- DR3+ DL3- UL4- U0+ R2- D1+ L4- ALL3- y2 U4- R1+ D1- L3+ ALL1+ UR DR UL,9,UR5+ DL1- R5- ul2+ y2 R3+ UL4- DL1+ UR4- /4+
No3x3x3Mississauga2018,8.6,f,A,1,UR5- DR3- DL6+ UL5+ U1- R0+ D4+ L4- ALL0+ y2 U5+ R0+ D5+ L1+ ALL4- DR UL,9,UR4- DL5+ U5+ \4+ y2 ur3+ U3+ UL1- DR5- UR5+
No3x3x3Mississauga2018,8.6,f,A,2,UR0+ DR1- DL5+ UL4- U3+ R4+ D1- L1- ALL4- y2 U3- R0+ D4+ L4+ ALL2+ UR DL UL,7,DR3- U1+ ur5+ dr4- y2 U3+ DL4- ALL6+
No3x3x3Mississauga2018,8.6,f,A,3,UR4+ DR3+ DL1+ UL2- U2- R6+ D2- L0+ ALL3- y2 U3- R2+ D1- L6+ ALL5- UR,9,UR1- UL1+ D2- dr1- ALL2- y2 ul3- UL3+ DL3+ DR2-
No3x3x3Mississauga2018,8.6,f,A,4,UR1+ DR3- DL5+ UL0+ U1- R1+ D1- L3+ ALL4- y2 U3+ R1- D2- L1+ ALL6+ UR DR,9,DL1- R1+ L5+ \4+ ALL2+ y2 ur5+ R1+ UL3- DL2+
No3x3x3Mississauga2018,8.6,f,A,5,UR1+ DR0+ DL6+ UL1- U3- R0+ D4- L4+ ALL3+ y2 U1+ R1+ D3- L4+ ALL5+ DR UL,9,UR1- DL2- U4+ L5+ y2 ul4- D3+ L4- UR1- ALL2-
NorthHighlandsSummer2023,8.6,c,B,1,UR5+ DR5- DL1+ UL5- U5+ R3+ D0+ L0+ ALL4+ y2 U1- R2+ D3+ L0+ ALL3- UR DR,8,UR5- DL4+ R2+ ur4- /5- y2 dl1+ DR3- UR1+
NorthHighlandsSummer2023,8.6,c,B,2,UR3+ DR0+ DL5- UL1- U0+ R2- D0+ L5+ ALL1+ y2 U5+ R0+ D1+ L4+ ALL1+ UR DR UL,9,UR1- DL5+ U1- L4- y2 dl1+ dr2- D1- U5- L4-
NorthHighlandsSummer2023,8.6,c,B,3,UR4+ DR2+ DL1- UL0+ U4- R5+ D2- L6+ ALL6+ y2 U1- R3+ D5+ L0+ ALL1- UR DR UL,8,DR1+ L5- y2 dl3+ R2+ U1+ DR5- /4- \3-
NorthHighlandsSummer2023,8.6,c,B,4,UR6+ DR1- DL5+ UL1+ U5- R2- D0+ L5- ALL1- y2 U2- R6+ D1+ L1+ ALL1+ UR UL,9,UR3- DL2- UL1+ D2- \3+ ALL5+ y2 R4+ DL1- UR2+
NorthHighlandsSummer2023,8.6,c,B,5,UR3- DR3+ DL4+ UL3+ U3- R1+ D2+ L2- ALL4- y2 U2+ R5+ D5- L6+ ALL5- UR DL UL,9,UR3+ DR4- DL5- /5+ y2 R2- DL6+ DR1- UR2- ALL4-
NorthwestChampionship2024,8.6,d,A,1,UR5+ DR3- DL6+ UL1- U6+ R4- D0+ L5- ALL4+ y2 U1- R5+ D0+ L0+ ALL4+,8,UR2+ D3- ur6- dr1- y2 dr5+ ur3+ R5- U1+
NorthwestChampionship2024,8.6,d,A,2,UR0+ DR3+ DL0+ UL0+ U1+ R4- D3- L5- ALL2- y2 U2+ R2+ D6+ L0+ ALL0+,8,U1- R1+ L5+ ul3+ ALL2+ y2 D6+ R2- U2-
NorthwestChampionship2024,8.6,d,A,3,UR1- DR5- DL3- UL2- U1+ R6+ D4+ L1+ ALL3- y2 U4- R3+ D1+ L3- ALL2+,9,DL2+ UL2+ D2+ /4- y2 R5+ L4+ DL1- UR4+ /1+
NorthwestChampionship2024,8.6,d,A,4,UR4+ DR0+ DL2+ UL6+ U3+ R1+ D5- L1- ALL0+ y2 U1+ R3- D0+ L3- ALL1+,9,UR5- UL5+ U1- D3+ y2 ul3- R4+ L3+ UR1- /1+
NorthwestChampionship2024,8.6,d,A,5,UR3- DR6+ DL2- UL2- U1+ R5- D1- L0+ ALL0+ y2 U3+ R2+ D4+ L2+ ALL6+,9,DR3- UL4+ R5+ y2 D3- UL3- DL1+ DR2- \2- ALL4+
OculusCubeOpen2024,8.6,d,C,1,UR3- DR0+ DL6+ UL4+ U2+ R6+ D2- L2+ ALL3- y2 U4+ R0+ D0+ L5+ ALL3+,7,UR3- D4- dr1+ \6- y2 dl3- U4- L5-
OculusCubeOpen2024,8.6,d,C,2,UR2- DR3+ DL5+ UL0+ U1+ R3- D4+ L4+ ALL4- y2 U5+ R4+ D2+ L5- ALL3+,8,UR2+ U1- L3+ y2 ur5- R4- UL5- DL2- /5-
OculusCubeOpen2024,8.6,d,C,3,UR1+ DR1+ DL2- UL5+ U1+ R5- D3+ L5+ ALL5+ y2 U6+ R1+ D1+ L1+ ALL3+,10,UR3+ DL2+ UL2+ D4- dr5+ /2+ y2 dr4- R1- U6+ DL1-
OculusCubeOpen2024,8.6,d,C,4,UR2- DR4+ DL4+ UL6+ U6+ R5- D1+ L2+ ALL3+ y2 U3+ R3+ D6+ L3- ALL5+,9,UR2+ R1+ D3+ dr1- y2 ul4- L3- DL6+ UR3- \2+
OculusCubeOpen2024,8.6,d,C,5,UR5+ DR5- DL1- UL4+ U0+ R0+ D3+ L4+ ALL4- y2 U0+ R2- D1+ L1- ALL0+,9,DL2+ UL3+ D1+ y2 dr4- D1- R2+ L1+ /1- \5+
OhioStateSpring2024,8.6,d,A,1,UR0+ DR1+ DL2- UL3- U3+ R6+ D3+ L5+ ALL3+ y2 U0+ R4- D0+ L0+ ALL3+,6,DR5+ D5+ ur2- y2 dl3+ ur6+ R4+
OhioStateSpring2024,8.6,d,A,2,UR3- DR0+ DL1- UL1- U6+ R1+ D1- L0+ ALL3+ y2 U4+ R1+ D2- L1+ ALL4-,9,DR2+ U2- L2+ ur1+ ALL5+ y2 ul2+ UL3- DL2+ UR1-
OhioStateSpring2024,8.6,d,A,3,UR5+ DR2- DL6+ UL2- U1- R4+ D4+ L3- ALL5+ y2 U5- R5- D6+ L0+ ALL0+,9,DR5+ DL1- U2- dr1+ \5+ y2 dl4- ur3- D6+ UR5+
OhioStateSpring2024,8.6,d,A,4,UR4- DR2+ DL2+ UL1+ U4+ R4+ D6+ L5+ ALL2- y2 U1- R0+ D3+ L0+ ALL0+,9,DR2- DL4+ U1- ur3- dl2- \2- y2 D2- DR1- UR1+
OhioStateSpring2024,8.6,d,A,5,UR5+ DR0+ DL4+ UL1+ U1+ R4+ D5- L3- ALL0+ y2 U3- R5- D6+ L6+ ALL2-,10,DR3+ DL2- U5+ ur3- \2+ y2 dl1- R2+ UL3+ DL3+ DR3+
OrebroSideEvents2024,8.6,1,B,1,UR3- DR2+ DL1+ UL0+ U2- R1+ D5+ L2+ ALL5- y2 U4+ R0+ D2- L4- ALL3-,8,DL4+ UL5+ ul3- /5+ y2 D2+ U4+ UL4+ /5-
